èáà ,ëIéËñº,age,debut_year,tall,weight,pro_year,position,bt,Date,Home Tm,Away Tm,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS,SS,HP2F
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-09,Chicago White Sox,Cleveland Indians,4,4,1,1,0,0,1,1,0,2,0,0,0,.250,.282,.426,.708,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-10,Detroit Tigers,Chicago White Sox,4,4,0,1,0,0,0,0,0,0,0,0,0,.250,.280,.417,.697,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-11,Detroit Tigers,Chicago White Sox,4,4,2,3,2,0,0,2,0,0,0,0,0,.276,.304,.461,.765,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-12,Detroit Tigers,Chicago White Sox,5,4,1,0,0,0,0,1,1,3,0,0,0,.263,.298,.438,.736,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-15,Chicago White Sox,St. Louis Cardinals,3,2,0,0,0,0,0,0,1,1,0,0,0,.256,.299,.427,.726,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-15,Chicago White Sox,St. Louis Cardinals,3,3,0,0,0,0,0,0,0,1,0,0,0,.247,.289,.412,.701,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-16,Chicago White Sox,St. Louis Cardinals,4,3,1,1,0,0,1,1,1,1,0,0,0,.250,.298,.443,.741,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-17,Chicago White Sox,Detroit Tigers,4,4,0,1,0,0,0,0,0,1,0,0,0,.250,.296,.435,.731,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-18,Chicago White Sox,Detroit Tigers,5,5,0,3,1,0,0,3,0,0,0,0,0,.268,.311,.454,.765,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-19,Chicago White Sox,Detroit Tigers,4,4,1,2,0,0,1,1,0,1,0,0,0,.277,.318,.485,.803,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-20,Chicago White Sox,Detroit Tigers,5,5,2,3,2,0,0,2,0,1,0,0,0,.292,.330,.509,.839,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-21,Chicago Cubs,Chicago White Sox,5,5,2,2,0,0,2,4,0,0,0,0,0,.297,.333,.559,.892,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-22,Chicago Cubs,Chicago White Sox,5,4,3,4,0,0,3,4,1,0,0,0,0,.322,.361,.652,1.013,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-23,Chicago Cubs,Chicago White Sox,4,3,1,1,0,0,1,1,1,0,0,0,0,.322,.365,.669,1.034,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-25,Chicago White Sox,Pittsburgh Pirates,4,3,0,1,0,0,0,0,1,0,0,0,0,.322,.369,.661,1.030,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-26,Chicago White Sox,Pittsburgh Pirates,4,4,1,1,0,0,1,2,0,0,0,0,0,.320,.366,.672,1.038,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-28,Chicago White Sox,Kansas City Royals,4,4,0,1,1,0,0,0,0,2,0,0,0,.318,.362,.667,1.029,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-29,Chicago White Sox,Kansas City Royals,5,5,0,1,0,0,0,0,0,3,0,0,0,.313,.357,.649,1.006,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-30,Chicago White Sox,Kansas City Royals,5,4,1,1,0,0,0,0,1,0,0,0,0,.312,.358,.638,.996,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-08-31,Minnesota Twins,Chicago White Sox,5,5,0,2,1,0,0,2,0,1,0,0,0,.315,.359,.636,.995,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-01,Minnesota Twins,Chicago White Sox,4,4,1,1,0,0,0,0,0,0,0,0,0,.313,.357,.626,.983,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-02,Minnesota Twins,Chicago White Sox,4,3,0,1,0,0,0,1,0,1,0,0,1,.313,.360,.620,.980,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-03,Kansas City Royals,Chicago White Sox,5,5,1,2,1,0,0,3,0,0,0,0,0,.316,.361,.619,.980,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-04,Kansas City Royals,Chicago White Sox,5,5,0,2,1,0,0,2,0,1,0,0,0,.319,.363,.619,.982,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-05,Kansas City Royals,Chicago White Sox,4,4,1,1,0,0,1,2,0,0,0,0,0,.317,.360,.628,.988,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-06,Kansas City Royals,Chicago White Sox,5,4,1,1,0,0,0,0,1,1,0,0,0,.315,.361,.619,.980,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-08,Pittsburgh Pirates,Chicago White Sox,4,4,1,1,0,0,0,0,0,2,0,0,0,.314,.359,.610,.969,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-09,Pittsburgh Pirates,Chicago White Sox,5,5,1,1,0,0,0,0,0,1,0,0,0,.311,.354,.599,.953,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-11,Chicago White Sox,Detroit Tigers,4,4,0,0,0,0,0,0,0,1,0,0,0,.304,.347,.586,.933,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-12,Chicago White Sox,Detroit Tigers,5,4,5,4,0,0,2,7,1,0,0,0,0,.319,.364,.627,.991,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-13,Chicago White Sox,Detroit Tigers,4,4,0,1,0,0,0,1,0,2,0,0,0,.317,.361,.619,.980,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-14,Chicago White Sox,Minnesota Twins,5,5,0,2,1,0,0,0,0,1,0,0,0,.320,.362,.619,.981,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-15,Chicago White Sox,Minnesota Twins,4,4,1,3,0,0,0,0,0,1,0,0,0,.328,.370,.621,.991,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-16,Chicago White Sox,Minnesota Twins,4,4,1,1,0,0,1,1,0,2,0,0,0,.327,.367,.629,.996,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-17,Chicago White Sox,Minnesota Twins,4,3,1,2,0,0,1,2,1,0,0,0,0,.332,.374,.644,1.018,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-18,Cincinnati Reds,Chicago White Sox,4,3,0,0,0,0,0,0,0,2,0,0,1,.327,.372,.635,1.007,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-19,Cincinnati Reds,Chicago White Sox,4,4,1,2,0,0,1,1,0,1,0,0,0,.330,.374,.646,1.020,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-20,Cincinnati Reds,Chicago White Sox,4,3,0,2,1,0,0,1,1,1,0,0,0,.335,.381,.651,1.032,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-21,Cleveland Indians,Chicago White Sox,5,4,1,1,0,0,0,2,1,3,0,0,0,.333,.381,.644,1.025,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-22,Cleveland Indians,Chicago White Sox,4,4,1,1,0,0,1,1,0,1,0,0,0,.332,.379,.650,1.029,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-23,Cleveland Indians,Chicago White Sox,4,2,1,0,0,0,0,1,1,1,0,0,0,.329,.377,.644,1.021,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-24,Cleveland Indians,Chicago White Sox,4,3,1,0,0,0,0,0,1,1,0,0,0,.325,.375,.636,1.011,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-25,Chicago White Sox,Chicago Cubs,4,4,0,0,0,0,0,0,0,1,0,0,0,.319,.369,.625,.994,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-26,Chicago White Sox,Chicago Cubs,5,5,0,2,1,0,0,3,0,1,0,0,0,.321,.370,.624,.994,26.8,4.6
1,Jose Abreu,36, 3/31/2014,190.5,106.596,0,1B,R/R,2020-09-27,Chicago White Sox,Chicago Cubs,5,3,0,0,0,0,0,0,2,2,0,0,0,.317,.370,.617,.987,26.8,4.6
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-07-25,Washington Nationals,New York Yankees,3,3,0,1,0,0,0,1,0,0,0,0,0,.333,.333,.333,.666,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-07-26,Washington Nationals,New York Yankees,4,4,0,1,0,0,0,0,0,0,0,0,0,.286,.286,.286,.572,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-07-29,Baltimore Orioles,New York Yankees,5,5,2,4,1,0,1,2,0,0,0,0,0,.500,.500,.833,1.333,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-07-30,Baltimore Orioles,New York Yankees,5,5,1,1,0,0,0,0,0,1,0,0,0,.412,.412,.647,1.059,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-07-31,New York Yankees,Boston Red Sox,5,5,1,3,0,0,0,0,0,0,0,0,0,.455,.455,.636,1.091,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-01,New York Yankees,Boston Red Sox,4,4,0,0,0,0,0,0,0,2,0,0,0,.385,.385,.538,.923,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-02,New York Yankees,Boston Red Sox,5,4,2,2,0,0,0,1,1,1,0,0,0,.400,.419,.533,.952,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-03,New York Yankees,Philadelphia Phillies,4,4,1,2,0,0,1,1,0,0,0,0,0,.412,.429,.618,1.047,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-05,New York Yankees,Philadelphia Phillies,3,3,1,3,0,0,0,0,0,0,0,0,0,.459,.474,.649,1.123,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-05,Philadelphia Phillies,New York Yankees,4,4,0,0,0,0,0,0,0,0,0,0,0,.415,.429,.585,1.014,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-06,Philadelphia Phillies,New York Yankees,1,1,0,1,0,0,0,0,0,0,0,0,0,.429,.442,.595,1.037,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-07,Tampa Bay Rays,New York Yankees,4,3,0,1,0,0,0,0,1,0,0,0,0,.422,.447,.578,1.025,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-08,Tampa Bay Rays,New York Yankees,5,5,1,1,0,0,0,0,0,1,0,0,0,.400,.423,.540,.963,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-08,Tampa Bay Rays,New York Yankees,4,4,0,1,0,0,0,2,0,0,0,0,0,.389,.411,.519,.930,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-09,Tampa Bay Rays,New York Yankees,5,4,1,2,0,0,0,0,1,0,0,0,0,.397,.426,.517,.943,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-11,New York Yankees,Atlanta Braves,5,2,2,1,0,0,0,0,2,1,0,0,1,.400,.455,.517,.972,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-12,New York Yankees,Atlanta Braves,5,5,2,4,0,1,0,1,0,0,1,0,0,.431,.479,.569,1.048,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-14,New York Yankees,Boston Red Sox,5,5,1,2,0,0,0,0,0,1,0,0,0,.429,.474,.557,1.031,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-15,New York Yankees,Boston Red Sox,3,3,0,0,0,0,0,0,0,0,0,0,0,.411,.456,.534,.990,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-29,New York Yankees,New York Mets,4,4,0,1,0,1,0,0,0,0,0,0,0,.403,.446,.545,.991,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-30,New York Yankees,New York Mets,3,2,1,1,0,0,0,0,1,0,0,0,0,.405,.453,.544,.997,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-30,New York Mets,New York Yankees,4,4,0,1,0,0,0,0,0,1,0,0,0,.398,.444,.530,.974,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-08-31,New York Yankees,Tampa Bay Rays,5,5,1,2,0,0,0,0,0,2,0,0,0,.398,.442,.523,.965,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-01,New York Yankees,Tampa Bay Rays,4,4,2,2,0,0,2,2,0,0,0,0,0,.402,.444,.587,1.031,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-02,New York Yankees,Tampa Bay Rays,5,5,0,1,0,0,0,1,0,1,0,0,0,.392,.433,.567,1.000,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-03,New York Mets,New York Yankees,6,5,1,1,1,0,0,1,0,0,0,0,0,.382,.418,.559,.977,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-04,Baltimore Orioles,New York Yankees,5,5,1,2,0,0,0,0,0,1,0,0,0,.383,.417,.551,.968,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-04,Baltimore Orioles,New York Yankees,1,1,0,0,0,0,0,0,0,0,0,0,0,.380,.414,.546,.960,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-05,Baltimore Orioles,New York Yankees,1,1,0,0,0,0,0,0,0,1,0,0,0,.376,.410,.541,.951,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-06,Baltimore Orioles,New York Yankees,4,4,0,0,0,0,0,0,0,1,0,0,0,.363,.397,.522,.919,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-07,Toronto Blue Jays,New York Yankees,5,3,1,1,0,0,0,0,2,0,0,0,0,.362,.405,.517,.922,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-08,Toronto Blue Jays,New York Yankees,5,5,0,1,0,0,0,0,0,0,0,0,0,.355,.397,.504,.901,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-09,Toronto Blue Jays,New York Yankees,5,3,2,1,0,0,1,1,2,0,1,0,0,.355,.404,.524,.928,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-11,New York Yankees,Baltimore Orioles,4,4,1,1,0,0,1,1,0,1,0,0,0,.352,.400,.539,.939,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-11,New York Yankees,Baltimore Orioles,4,3,2,2,1,0,0,0,1,0,0,0,0,.359,.410,.550,.960,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-12,New York Yankees,Baltimore Orioles,5,5,2,1,1,0,0,0,0,0,0,0,0,.353,.403,.544,.947,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-13,New York Yankees,Baltimore Orioles,4,4,0,1,0,0,0,0,0,1,0,0,0,.350,.399,.536,.935,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-15,New York Yankees,Toronto Blue Jays,6,6,3,4,2,0,1,5,0,0,0,0,0,.363,.409,.575,.984,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-16,New York Yankees,Toronto Blue Jays,5,4,3,3,1,0,2,3,1,0,0,0,0,.373,.421,.627,1.048,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-17,New York Yankees,Toronto Blue Jays,5,3,2,1,0,0,1,1,2,1,0,0,0,.373,.426,.641,1.067,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-18,Boston Red Sox,New York Yankees,6,5,0,1,1,0,0,1,1,0,0,0,0,.367,.423,.633,1.056,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-19,Boston Red Sox,New York Yankees,5,5,1,2,0,0,0,0,0,0,0,0,0,.368,.422,.626,1.048,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-20,Boston Red Sox,New York Yankees,4,3,0,0,0,0,0,0,1,1,0,0,0,.361,.418,.614,1.032,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-21,Toronto Blue Jays,New York Yankees,4,4,0,2,0,0,0,0,0,0,1,0,0,.365,.420,.612,1.032,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-22,Toronto Blue Jays,New York Yankees,5,4,1,0,0,0,0,0,0,1,0,0,1,.356,.415,.598,1.013,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-23,Toronto Blue Jays,New York Yankees,4,4,0,2,0,0,0,0,0,0,0,0,0,.360,.416,.596,1.012,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-24,Toronto Blue Jays,New York Yankees,5,5,0,1,0,0,0,0,0,1,0,0,0,.355,.411,.585,.996,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-25,New York Yankees,Miami Marlins,5,4,1,0,0,0,0,0,1,1,0,0,0,.348,.406,.572,.978,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-26,New York Yankees,Miami Marlins,5,5,1,4,2,0,0,3,0,0,0,0,0,.359,.415,.589,1.004,26.1,4.67
2,DJ LeMahieu,34, 5/30/2011,193.04,99.792,2009,3B,R/R,2020-09-27,New York Yankees,Miami Marlins,4,3,0,2,0,0,0,0,1,0,0,0,0,.364,.421,.590,1.011,26.1,4.67
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-07-24,Cleveland Indians,Kansas City Royals,4,3,0,1,0,0,0,0,0,0,1,0,1,.333,.500,.333,.833,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-07-25,Cleveland Indians,Kansas City Royals,4,4,0,1,1,0,0,0,0,1,0,0,0,.286,.375,.429,.804,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-07-26,Cleveland Indians,Kansas City Royals,3,3,0,1,0,0,0,1,0,0,0,0,0,.300,.364,.400,.764,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-07-27,Detroit Tigers,Kansas City Royals,6,5,3,3,1,0,1,3,0,0,0,0,1,.400,.471,.733,1.204,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-07-28,Detroit Tigers,Kansas City Royals,4,4,1,1,0,0,1,3,0,0,0,0,0,.368,.429,.789,1.218,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-07-29,Detroit Tigers,Kansas City Royals,4,4,2,2,1,0,0,0,0,0,0,0,0,.391,.440,.783,1.223,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-07-30,Detroit Tigers,Kansas City Royals,5,4,1,0,0,0,0,0,0,1,0,0,1,.333,.400,.667,1.067,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-07-31,Kansas City Royals,Chicago White Sox,5,5,0,0,0,0,0,0,0,0,0,0,0,.281,.343,.563,.906,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-08-01,Kansas City Royals,Chicago White Sox,5,5,1,3,0,0,1,2,0,1,0,1,0,.324,.375,.649,1.024,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-08-02,Kansas City Royals,Chicago White Sox,4,4,0,1,0,0,0,0,0,1,0,0,0,.317,.364,.610,.974,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-08-03,Chicago Cubs,Kansas City Royals,4,4,0,0,0,0,0,0,0,0,0,0,0,.289,.333,.556,.889,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-08-04,Chicago Cubs,Kansas City Royals,4,4,0,1,0,0,0,0,0,0,0,0,0,.286,.327,.531,.858,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-08-05,Kansas City Royals,Chicago Cubs,4,4,0,1,0,0,0,0,0,2,0,0,0,.283,.321,.509,.830,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-08-06,Kansas City Royals,Chicago Cubs,5,4,3,2,0,0,1,2,1,1,1,0,0,.298,.344,.561,.905,28.4,4.33
3,Whit Merrifield,34, 5/18/2016,185.42,88.452,2010,2B,R/R,2020-08-07,Kansas City Royals,Minnesota Twins,4,3,0,0,0,0,0,0,1,1,0,1,0,.283,.338,.533,.871,28.4,4.33
