Rank,Name,Date,Team,OPP,AB,R,H,TB,2B,3B,HR,RBI,BB,IBB,SO,SB,CS,AVG,OBP,SLG,HBP,SAC,SF
1,Bo Bichette,Jun 9,TOR,vs MIN,5,0,1,1,0,0,0,1,0,0,3,0,0,0.324,0.356,0.522,0,0,0
1,Bo Bichette,Jun 10,TOR,vs MIN,4,0,1,1,0,0,0,0,0,0,1,0,0,0.323,0.355,0.518,0,0,0
1,Bo Bichette,Jun 11,TOR,vs MIN,5,0,0,0,0,0,0,0,0,0,1,0,0,0.317,0.349,0.509,0,0,0
1,Bo Bichette,Jun 13,TOR,@ BAL,4,0,1,1,0,0,0,0,0,0,0,0,0,0.316,0.348,0.505,0,0,0
1,Bo Bichette,Jun 14,TOR,@ BAL,4,0,2,3,1,0,0,1,0,0,0,0,0,0.319,0.35,0.508,0,0,0
1,Bo Bichette,Jun 15,TOR,@ BAL,4,0,1,2,1,0,0,0,0,0,1,0,0,0.318,0.348,0.508,0,0,0
2,Marcus Semien,Mar 30,TEX,vs PHI,5,1,2,2,0,0,0,0,0,0,1,1,0,0.4,0.4,0.4,0,0,0
2,Marcus Semien,Apr 1,TEX,vs PHI,5,2,1,4,0,0,1,2,0,0,2,0,0,0.3,0.273,0.6,0,0,1
2,Marcus Semien,Apr 2,TEX,vs PHI,4,0,2,2,0,0,0,1,0,0,1,0,1,0.357,0.333,0.571,0,0,0
2,Marcus Semien,Apr 3,TEX,vs BAL,4,0,0,0,0,0,0,0,0,0,1,0,0,0.278,0.263,0.444,0,0,0
2,Marcus Semien,Apr 4,TEX,vs BAL,4,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.217,0.364,0,0,0
2,Marcus Semien,Apr 5,TEX,vs BAL,3,0,1,1,0,0,0,0,1,0,1,0,0,0.24,0.259,0.36,0,0,0
2,Marcus Semien,Apr 7,TEX,@ CHC,4,0,0,0,0,0,0,0,0,0,2,0,0,0.207,0.226,0.31,0,0,0
2,Marcus Semien,Apr 8,TEX,@ CHC,5,1,1,2,1,0,0,0,0,0,0,0,0,0.206,0.222,0.324,0,0,0
2,Marcus Semien,Apr 9,TEX,@ CHC,5,1,2,3,1,0,0,3,0,0,1,0,0,0.231,0.244,0.359,0,0,0
2,Marcus Semien,Apr 10,TEX,vs KC,4,1,0,0,0,0,0,0,0,0,0,0,0,0.209,0.222,0.326,0,0,0
2,Marcus Semien,Apr 11,TEX,vs KC,5,2,2,3,1,0,0,1,0,0,1,0,0,0.229,0.24,0.354,0,0,0
2,Marcus Semien,Apr 12,TEX,vs KC,4,0,0,0,0,0,0,0,0,0,1,0,0,0.212,0.222,0.327,0,0,0
2,Marcus Semien,Apr 14,TEX,@ HOU,3,3,2,3,1,0,0,0,2,0,1,0,0,0.236,0.271,0.364,0,0,0
2,Marcus Semien,Apr 15,TEX,@ HOU,4,0,1,1,0,0,0,1,0,0,0,0,0,0.237,0.27,0.356,0,0,0
2,Marcus Semien,Apr 16,TEX,@ HOU,5,1,2,5,0,0,1,4,0,0,0,0,0,0.25,0.279,0.406,0,0,0
2,Marcus Semien,Apr 17,TEX,@ KC,3,2,1,4,0,0,1,1,1,0,0,0,0,0.254,0.292,0.448,0,0,0
2,Marcus Semien,Apr 18,TEX,@ KC,3,2,2,5,0,0,1,3,2,0,0,0,0,0.271,0.325,0.5,0,0,0
2,Marcus Semien,Apr 19,TEX,@ KC,5,2,3,3,0,0,0,2,0,0,0,1,0,0.293,0.341,0.507,0,0,0
2,Marcus Semien,Apr 21,TEX,vs OAK,3,0,0,0,0,0,0,0,1,0,2,0,0,0.282,0.337,0.487,0,0,0
2,Marcus Semien,Apr 22,TEX,vs OAK,3,2,2,2,0,0,0,2,1,0,1,0,0,0.296,0.356,0.494,0,0,0
2,Marcus Semien,Apr 23,TEX,vs OAK,3,1,1,1,0,0,0,0,2,0,0,1,0,0.298,0.368,0.488,0,0,0
2,Marcus Semien,Apr 24,TEX,@ CIN,5,0,1,1,0,0,0,1,0,0,2,0,0,0.292,0.36,0.472,0,0,0
2,Marcus Semien,Apr 25,TEX,@ CIN,4,1,1,4,0,0,1,1,1,0,1,0,0,0.29,0.362,0.495,0,0,0
2,Marcus Semien,Apr 26,TEX,@ CIN,4,1,0,0,0,0,0,0,1,0,2,0,0,0.278,0.355,0.474,0,0,0
2,Marcus Semien,Apr 27,TEX,vs NYY,4,1,2,3,1,0,0,0,0,0,1,0,0,0.287,0.36,0.485,0,0,0
2,Marcus Semien,Apr 28,TEX,vs NYY,3,0,1,2,1,0,0,1,1,0,0,0,0,0.288,0.364,0.49,0,0,0
2,Marcus Semien,Apr 29,TEX,vs NYY,4,0,0,0,0,0,0,0,0,0,1,0,0,0.278,0.352,0.472,0,0,0
2,Marcus Semien,Apr 30,TEX,vs NYY,4,1,0,0,0,0,0,0,1,0,0,1,0,0.268,0.346,0.455,0,0,0
2,Marcus Semien,May 2,TEX,vs AZ,3,1,2,3,1,0,0,1,1,0,0,0,0,0.278,0.359,0.47,0,0,0
2,Marcus Semien,May 3,TEX,vs AZ,4,0,1,1,0,0,0,0,1,0,0,0,0,0.277,0.36,0.462,0,0,0
2,Marcus Semien,May 5,TEX,@ LAA,4,1,2,3,1,0,0,1,2,0,0,0,0,0.285,0.373,0.472,0,0,0
2,Marcus Semien,May 6,TEX,@ LAA,4,0,1,1,0,0,0,2,2,0,2,0,0,0.283,0.378,0.465,0,0,0
2,Marcus Semien,May 7,TEX,@ LAA,6,1,2,3,1,0,0,1,0,0,2,0,0,0.286,0.377,0.466,0,0,0
2,Marcus Semien,May 8,TEX,@ SEA,4,1,2,2,0,0,0,0,0,0,1,1,0,0.292,0.38,0.467,0,0,0
2,Marcus Semien,May 9,TEX,@ SEA,3,0,0,0,0,0,0,0,1,0,1,0,0,0.286,0.377,0.457,0,0,0
2,Marcus Semien,May 10,TEX,@ SEA,5,1,2,5,0,0,1,2,0,0,2,0,0,0.29,0.377,0.476,0,0,0
2,Marcus Semien,May 11,TEX,@ OAK,4,1,1,4,0,0,1,1,0,0,1,0,0,0.289,0.374,0.49,0,0,0
2,Marcus Semien,May 12,TEX,@ OAK,4,0,1,1,0,0,0,1,2,1,0,0,0,0.288,0.379,0.484,0,0,0
2,Marcus Semien,May 13,TEX,@ OAK,3,1,1,1,0,0,0,1,0,0,0,2,0,0.288,0.376,0.481,0,0,1
2,Marcus Semien,May 14,TEX,@ OAK,4,3,1,1,0,0,0,1,0,0,1,0,0,0.288,0.376,0.475,1,0,0
2,Marcus Semien,May 15,TEX,vs ATL,5,0,3,3,0,0,0,0,0,0,0,0,0,0.297,0.382,0.479,0,0,0
2,Marcus Semien,May 16,TEX,vs ATL,4,1,1,1,0,0,0,1,0,0,0,0,0,0.296,0.379,0.473,0,0,0
2,Marcus Semien,May 17,TEX,vs ATL,5,1,1,3,0,1,0,0,0,0,1,0,0,0.293,0.375,0.477,0,0,0
2,Marcus Semien,May 19,TEX,vs COL,5,1,1,1,0,0,0,0,0,0,1,0,0,0.291,0.371,0.469,0,0,0
2,Marcus Semien,May 20,TEX,vs COL,5,3,3,5,2,0,0,0,0,0,0,0,0,0.299,0.376,0.484,0,0,0
2,Marcus Semien,May 21,TEX,vs COL,3,2,2,3,1,0,0,3,1,0,0,0,0,0.305,0.383,0.492,0,0,0
2,Marcus Semien,May 22,TEX,@ PIT,4,0,1,1,0,0,0,1,0,0,0,0,0,0.304,0.381,0.487,0,0,0
2,Marcus Semien,May 23,TEX,@ PIT,5,1,1,3,0,1,0,0,0,0,1,0,0,0.301,0.377,0.49,0,0,0
2,Marcus Semien,May 24,TEX,@ PIT,5,1,1,4,0,0,1,1,0,0,1,0,0,0.299,0.373,0.498,0,0,0
2,Marcus Semien,May 26,TEX,@ BAL,5,1,1,1,0,0,0,0,0,0,1,0,0,0.296,0.369,0.49,0,0,0
2,Marcus Semien,May 27,TEX,@ BAL,5,0,2,2,0,0,0,2,0,0,0,0,0,0.299,0.37,0.488,0,0,0
2,Marcus Semien,May 28,TEX,@ BAL,4,0,1,2,1,0,0,1,0,0,1,0,0,0.298,0.368,0.488,0,0,0
2,Marcus Semien,May 29,TEX,@ DET,3,1,1,1,0,0,0,1,1,0,1,0,0,0.298,0.368,0.486,0,0,1
2,Marcus Semien,May 30,TEX,@ DET,5,1,1,2,1,0,0,0,0,0,1,0,0,0.296,0.365,0.484,0,0,0
2,Marcus Semien,May 31,TEX,@ DET,4,0,1,2,1,0,0,0,1,0,0,0,0,0.295,0.366,0.485,0,0,0
2,Marcus Semien,Jun 2,TEX,vs SEA,4,1,1,1,0,0,0,0,0,0,1,0,0,0.294,0.364,0.481,0,0,0
2,Marcus Semien,Jun 3,TEX,vs SEA,6,4,4,9,2,0,1,3,0,0,0,0,0,0.304,0.371,0.506,0,0,0
2,Marcus Semien,Jun 4,TEX,vs SEA,4,1,1,2,1,0,0,0,1,0,0,0,0,0.303,0.371,0.506,0,0,0
2,Marcus Semien,Jun 5,TEX,vs STL,4,1,2,2,0,0,0,1,1,0,0,0,0,0.306,0.375,0.506,0,0,0
2,Marcus Semien,Jun 6,TEX,vs STL,5,0,1,2,1,0,0,2,0,0,0,0,0,0.304,0.372,0.504,0,0,0
2,Marcus Semien,Jun 7,TEX,vs STL,4,0,0,0,0,0,0,0,0,0,1,0,0,0.299,0.367,0.496,0,0,0
2,Marcus Semien,Jun 9,TEX,@ TB,4,0,0,0,0,0,0,0,0,0,2,0,0,0.295,0.362,0.488,0,0,0
2,Marcus Semien,Jun 10,TEX,@ TB,5,1,2,2,0,0,0,0,0,0,1,0,0,0.297,0.363,0.487,0,0,0
2,Marcus Semien,Jun 11,TEX,@ TB,4,1,1,2,1,0,0,1,0,0,0,0,0,0.296,0.361,0.487,0,0,0
2,Marcus Semien,Jun 12,TEX,vs LAA,7,0,0,0,0,0,0,0,0,0,2,0,0,0.288,0.353,0.474,0,0,0
2,Marcus Semien,Jun 13,TEX,vs LAA,4,0,0,0,0,0,0,0,1,0,0,0,0,0.284,0.35,0.468,0,0,0
2,Marcus Semien,Jun 14,TEX,vs LAA,5,1,2,5,0,0,1,2,0,0,0,0,0,0.286,0.351,0.477,0,0,0
2,Marcus Semien,Jun 15,TEX,vs LAA,2,0,0,0,0,0,0,0,1,0,0,0,0,0.284,0.351,0.474,0,0,0
3,Wander Franco,Mar 30,TB,vs DET,4,1,2,5,0,0,1,1,0,0,0,0,0,0.5,0.5,1.25,0,0,0
3,Wander Franco,Apr 1,TB,vs DET,4,1,3,5,2,0,0,3,1,0,1,0,0,0.625,0.667,1.25,0,0,0
3,Wander Franco,Apr 2,TB,vs DET,3,1,2,3,1,0,0,0,1,0,0,1,0,0.636,0.692,1.182,0,0,0
3,Wander Franco,Apr 3,TB,@ WSH,4,0,1,1,0,0,0,0,0,0,1,1,0,0.533,0.588,0.933,0,0,0
3,Wander Franco,Apr 4,TB,@ WSH,5,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.455,0.7,0,0,0
3,Wander Franco,Apr 5,TB,@ WSH,4,1,2,5,0,0,1,2,1,0,0,0,1,0.417,0.481,0.792,0,0,0
3,Wander Franco,Apr 7,TB,vs OAK,5,1,1,4,0,0,1,1,0,0,1,0,0,0.379,0.438,0.793,0,0,0
3,Wander Franco,Apr 8,TB,vs OAK,4,1,1,1,0,0,0,0,0,0,0,0,0,0.364,0.417,0.727,0,0,0
3,Wander Franco,Apr 9,TB,vs OAK,4,1,1,4,0,0,1,1,0,0,2,0,0,0.351,0.4,0.757,0,0,0
3,Wander Franco,Apr 10,TB,vs BOS,4,0,0,0,0,0,0,0,0,0,1,0,0,0.317,0.364,0.683,0,0,0
3,Wander Franco,Apr 11,TB,vs BOS,4,0,1,2,1,0,0,1,0,0,1,0,0,0.311,0.354,0.667,0,0,0
3,Wander Franco,Apr 12,TB,vs BOS,5,2,3,6,3,0,0,2,0,0,0,1,0,0.34,0.377,0.72,0,0,0
3,Wander Franco,Apr 13,TB,vs BOS,3,1,0,0,0,0,0,0,0,0,2,0,0,0.321,0.368,0.679,1,0,0
3,Wander Franco,Apr 14,TB,@ TOR,4,0,1,1,0,0,0,0,0,0,0,0,0,0.316,0.361,0.649,0,0,0
3,Wander Franco,Apr 15,TB,@ TOR,5,1,3,4,1,0,0,0,0,0,0,0,0,0.339,0.379,0.661,0,0,0
3,Wander Franco,Apr 16,TB,@ TOR,4,0,0,0,0,0,0,1,1,0,3,0,0,0.318,0.366,0.621,0,0,0
3,Wander Franco,Apr 17,TB,@ CIN,4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.347,0.586,0,0,0
3,Wander Franco,Apr 18,TB,@ CIN,3,0,1,1,0,0,0,0,1,0,1,0,1,0.301,0.363,0.575,1,0,0
3,Wander Franco,Apr 21,TB,vs CWS,3,0,0,0,0,0,0,0,1,0,1,0,0,0.289,0.357,0.553,0,0,0
3,Wander Franco,Apr 22,TB,vs CWS,4,0,1,1,0,0,0,0,1,1,1,0,1,0.288,0.36,0.538,0,0,0
3,Wander Franco,Apr 23,TB,vs CWS,3,0,1,2,1,0,0,0,1,0,0,1,0,0.289,0.366,0.542,0,0,0
3,Wander Franco,Apr 24,TB,vs HOU,5,2,4,6,2,0,0,1,0,0,0,1,0,0.318,0.388,0.58,0,0,0
3,Wander Franco,Apr 25,TB,vs HOU,4,0,1,2,1,0,0,0,0,0,1,0,0,0.315,0.382,0.576,0,0,0
3,Wander Franco,Apr 26,TB,vs HOU,4,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0.368,0.552,0,0,0
3,Wander Franco,Apr 27,TB,@ CWS,6,2,2,2,0,0,0,0,0,0,1,0,0,0.304,0.366,0.539,0,0,0
3,Wander Franco,Apr 28,TB,@ CWS,4,0,0,0,0,0,0,0,0,0,2,0,0,0.292,0.353,0.519,0,0,0
3,Wander Franco,Apr 29,TB,@ CWS,4,2,2,5,0,0,1,3,1,0,1,1,0,0.3,0.364,0.545,0,0,0
3,Wander Franco,May 2,TB,vs PIT,3,0,1,1,0,0,0,1,1,0,0,1,0,0.301,0.368,0.54,0,0,0
3,Wander Franco,May 3,TB,vs PIT,5,3,2,5,0,0,1,2,0,0,1,0,0,0.305,0.369,0.559,0,0,0
3,Wander Franco,May 4,TB,vs PIT,3,0,0,0,0,0,0,0,1,0,0,0,0,0.298,0.366,0.545,0,0,0
3,Wander Franco,May 5,TB,vs NYY,4,1,2,4,2,0,0,0,0,0,1,0,0,0.304,0.37,0.56,0,0,0
3,Wander Franco,May 6,TB,vs NYY,4,1,1,1,0,0,0,0,0,0,0,0,1,0.302,0.366,0.55,0,0,0
3,Wander Franco,May 7,TB,vs NYY,5,0,1,1,0,0,0,0,0,0,2,1,0,0.299,0.361,0.537,0,0,0
3,Wander Franco,May 8,TB,@ BAL,3,0,2,2,0,0,0,1,0,0,0,0,0,0.307,0.364,0.54,0,0,1
3,Wander Franco,May 9,TB,@ BAL,5,1,2,5,0,0,1,1,0,0,0,1,0,0.31,0.365,0.556,0,0,0
3,Wander Franco,May 10,TB,@ BAL,3,0,1,1,0,0,0,1,1,0,0,2,0,0.31,0.369,0.552,0,0,0
3,Wander Franco,May 11,TB,@ NYY,3,0,2,2,0,0,0,0,0,0,0,1,0,0.318,0.374,0.554,0,0,0
3,Wander Franco,May 12,TB,@ NYY,5,0,0,0,0,0,0,0,0,0,2,0,0,0.307,0.363,0.536,0,0,0
3,Wander Franco,May 13,TB,@ NYY,5,1,1,2,1,0,0,0,0,0,1,0,0,0.304,0.358,0.532,0,0,0
3,Wander Franco,May 14,TB,@ NYY,5,1,1,1,0,0,0,0,0,0,0,0,0,0.301,0.354,0.521,0,0,0
3,Wander Franco,May 16,TB,@ NYM,4,1,0,0,0,0,0,0,1,0,0,0,0,0.293,0.35,0.509,0,0,0
3,Wander Franco,May 17,TB,@ NYM,3,0,0,0,0,0,0,0,2,0,1,2,0,0.288,0.351,0.5,0,0,0
3,Wander Franco,May 18,TB,@ NYM,1,0,1,1,0,0,0,0,0,0,0,0,0,0.292,0.354,0.503,0,0,0
3,Wander Franco,May 19,TB,vs MIL,4,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.347,0.491,0,0,0
3,Wander Franco,May 20,TB,vs MIL,5,1,1,1,0,0,0,0,0,0,0,0,0,0.283,0.343,0.483,0,0,0
3,Wander Franco,May 21,TB,vs MIL,4,0,0,0,0,0,0,0,1,0,0,0,0,0.277,0.34,0.473,0,0,0
3,Wander Franco,May 22,TB,vs TOR,4,0,2,4,0,1,0,0,0,0,0,0,1,0.282,0.343,0.484,0,0,0
3,Wander Franco,May 23,TB,vs TOR,4,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.336,0.474,0,0,0
3,Wander Franco,May 24,TB,vs TOR,4,1,3,3,0,0,0,2,1,0,1,1,0,0.286,0.347,0.48,0,0,0
3,Wander Franco,May 25,TB,vs TOR,2,2,1,3,0,1,0,0,2,0,0,2,0,0.288,0.355,0.49,0,0,0
3,Wander Franco,May 26,TB,vs LAD,4,2,2,2,0,0,0,1,0,0,0,1,0,0.292,0.356,0.49,0,0,1
3,Wander Franco,May 27,TB,vs LAD,4,1,2,2,0,0,0,1,1,0,0,0,0,0.296,0.361,0.49,0,0,0
3,Wander Franco,May 28,TB,vs LAD,5,2,2,2,0,0,0,2,0,0,2,0,0,0.299,0.362,0.488,0,0,0
3,Wander Franco,May 29,TB,@ CHC,4,0,1,1,0,0,0,0,0,0,0,1,0,0.298,0.36,0.484,0,0,0
3,Wander Franco,May 30,TB,@ CHC,3,0,1,1,0,0,0,0,1,0,0,1,0,0.298,0.362,0.482,0,0,0
3,Wander Franco,Jun 3,TB,@ BOS,5,2,3,5,2,0,0,0,0,0,1,1,0,0.305,0.367,0.493,0,0,0
3,Wander Franco,Jun 5,TB,@ BOS,4,0,2,3,1,0,0,0,1,0,1,0,0,0.308,0.372,0.498,0,0,0
3,Wander Franco,Jun 6,TB,vs MIN,3,1,1,2,1,0,0,0,1,0,0,0,0,0.309,0.374,0.5,0,0,0
3,Wander Franco,Jun 7,TB,vs MIN,4,0,1,1,0,0,0,0,0,0,0,0,0,0.308,0.372,0.496,0,0,0
3,Wander Franco,Jun 8,TB,vs MIN,4,1,0,0,0,0,0,0,0,0,0,1,0,0.303,0.366,0.487,0,0,0
3,Wander Franco,Jun 9,TB,vs TEX,4,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.361,0.479,0,0,0
3,Wander Franco,Jun 10,TB,vs TEX,5,0,1,1,0,0,0,0,0,0,0,0,0,0.296,0.358,0.474,0,0,0
3,Wander Franco,Jun 11,TB,vs TEX,4,2,2,5,0,0,1,3,0,0,0,0,0,0.299,0.36,0.486,0,0,0
3,Wander Franco,Jun 12,TB,@ OAK,2,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0.357,0.482,0,0,0
